state,name,fips,age_over_18,age_over_18_moe,age_over_65,age_over_65_moe,age_over_85,age_over_85_moe,age_under_5,age_under_5_moe,asian,asian_moe,avg_family_size,avg_family_size_moe,bachelors,bachelors_moe,black,black_moe,hispanic,hispanic_moe,household_has_broadband,household_has_broadband_moe,household_has_computer,household_has_computer_moe,household_has_smartphone,household_has_smartphone_moe,households,households_moe,households_speak_asian_or_pac_isl,households_speak_asian_or_pac_isl_moe,households_speak_limited_english,households_speak_limited_english_moe,households_speak_other,households_speak_other_moe,households_speak_other_indo_euro_lang,households_speak_other_indo_euro_lang_moe,households_speak_spanish,households_speak_spanish_moe,housing_mobile_homes,housing_mobile_homes_moe,housing_one_unit_structures,housing_one_unit_structures_moe,housing_two_unit_structures,housing_two_unit_structures_moe,hs_grad,hs_grad_moe,mean_household_income,mean_household_income_moe,mean_work_travel,mean_work_travel_moe,median_age,median_age_moe,median_household_income,median_household_income_moe,median_individual_income,median_individual_income_moe,median_individual_income_age_25plus,median_individual_income_age_25plus_moe,native,native_moe,other_single_race,other_single_race_moe,pac_isl,pac_isl_moe,per_capita_income,per_capita_income_moe,persons_per_household,persons_per_household_moe,pop,pop_moe,poverty,poverty_moe,poverty_65_and_over,poverty_65_and_over_moe,poverty_under_18,poverty_under_18_moe,two_plus_races,two_plus_races_moe,unemployment_rate,unemployment_rate_moe,uninsured,uninsured_moe,uninsured_65_and_older,uninsured_65_and_older_moe,uninsured_under_19,uninsured_under_19_moe,uninsured_under_6,uninsured_under_6_moe,veterans,veterans_moe,white,white_moe,white_not_hispanic,white_not_hispanic_moe
California,Sacramento County,6067,76.2,NA,13.7,NA,1.8,0.1,6.5,NA,15.7,0.1,3.38,0.02,30.9,0.4,9.8,0.1,23.2,NA,87.9,0.3,83.6,0.4,85.3,0.3,543025,1581,10.1,0.2,6.5,0.2,1.1,0.1,7.9,0.2,13.9,0.3,43.6,0.4,2.4,0.1,56.4,0.4,87.7,0.3,88883,770,27.8,0.2,36.2,0.1,67151,802,32275,183,42375,360,0.7,0.1,7.9,0.2,1.1,0.1,32751,270,2.76,0.01,1524553,NA,14.7,0.3,10,0.5,19.8,0.8,7.5,0.2,6.1,0.3,5.5,0.2,0.7,0.1,2.5,0.2,1.6,0.3,6.7,0.1,57.3,0.3,44.7,0.1
California,San Benito County,6069,74,0.1,12.5,0.1,1.5,0.3,6.4,0.1,3,0.3,3.66,0.07,19.7,1.4,0.8,0.2,59.8,NA,90.2,1.6,82.8,1.8,86.8,1.5,18135,195,1.8,0.5,8.5,1.5,0.7,0.5,2.8,0.7,35.5,2.2,36.3,2.2,3.8,0.7,63.7,2.2,80.5,1.8,106604,4152,NA,NA,35.7,0.2,86958,4946,33547,1543,41378,1587,0.7,0.3,8.5,1.6,0.1,0.1,33174,1234,3.31,0.04,60376,NA,8.4,1.5,5.3,1.8,12.7,3.5,5.3,0.9,6.3,0.9,7.5,1.1,1,0.7,2.5,1.1,3.3,2,5.9,0.6,81.6,1.9,34.3,0.1
California,San Bernardino County,6071,73.4,NA,11.3,0.1,1.2,0.1,7.2,0.1,7.2,0.1,3.76,0.02,21,0.3,8.3,0.1,53.3,NA,84.4,0.4,77.6,0.5,84.7,0.3,636041,2447,6.2,0.2,6.7,0.2,1.1,0.1,2.1,0.1,34.5,0.3,40.2,0.4,5.5,0.2,59.8,0.4,80,0.3,81382,666,31.6,0.3,33.3,0.2,63362,581,27235,205,37560,359,0.8,0.1,17.2,0.3,0.3,0.1,25215,196,3.29,0.01,2149031,NA,16,0.3,10.9,0.5,22.9,0.7,5,0.2,7,0.2,8.4,0.2,1.5,0.2,3.9,0.3,2.9,0.4,5.8,0.1,61.2,0.4,28.5,0.1
California,San Diego County,6073,78.2,NA,13.7,NA,1.8,0.1,6.3,NA,11.9,0.1,3.43,0.01,38.8,0.3,5,0.1,33.7,NA,90.2,0.2,86.4,0.3,86.8,0.2,1125286,3400,9,0.1,6.3,0.2,1.8,0.1,4.6,0.2,23.1,0.2,46.7,0.4,3.5,0.1,53.3,0.4,87.4,0.2,106600,733,26.5,0.1,35.8,0.1,78980,723,34307,369,44160,342,0.7,0.1,6,0.2,0.4,0.1,38073,272,2.87,0.01,3316073,NA,11.6,0.2,8.9,0.4,14.7,0.5,5.2,0.1,5.6,0.1,7.8,0.2,1.2,0.1,3.8,0.2,2.6,0.3,8.6,0.1,70.7,0.2,45.6,0.1
California,San Francisco County,6075,86.6,NA,15.4,0.1,2.5,0.1,4.5,0.1,34.4,0.2,3.11,0.02,58.1,0.4,5.2,0.1,15.2,NA,87.6,0.4,86.1,0.4,86.2,0.4,362354,1777,23.9,0.4,11.2,0.3,1.2,0.1,8.2,0.3,10.1,0.3,62.4,0.5,0.2,0.1,37.6,0.5,88.5,0.3,160396,1772,33.8,0.3,38.2,0.1,112449,1612,52677,530,68040,1108,0.4,0.1,7.7,0.3,0.4,0.1,68883,775,2.36,0.01,874961,NA,10.3,0.4,13.6,0.7,10,0.9,5.6,0.3,4,0.2,3.7,0.2,0.7,0.2,1.5,0.2,0.9,0.3,3.1,0.1,46.4,0.3,40.5,0.1
California,San Joaquin County,6077,72.7,NA,12.5,0.1,1.5,0.1,7.1,0.1,15.6,0.2,3.69,0.02,18.8,0.5,7,0.2,41.4,NA,82.9,0.6,74.3,0.7,82.8,0.5,228567,1049,9.7,0.4,8.3,0.4,0.8,0.1,5.5,0.3,26.2,0.5,43.4,0.7,3.4,0.2,56.6,0.7,79.3,0.6,86090,1221,34.2,0.5,34.3,0.1,64432,745,29535,589,39042,586,0.6,0.1,8.8,0.5,0.6,0.1,27521,394,3.17,0.01,742603,NA,14.5,0.6,9.9,0.8,19.9,1.2,10.9,0.5,7.1,0.4,6.4,0.3,1.2,0.3,2.5,0.3,1.8,0.5,5.4,0.2,56.5,0.5,31.8,0.1
California,San Luis Obispo County,6079,82.2,NA,19.4,0.1,2.4,0.2,4.7,0.1,3.6,0.1,2.98,0.03,35.4,0.8,1.9,0.2,22.5,NA,88,0.7,86.2,0.7,83.2,0.7,105981,939,2.4,0.3,2.6,0.4,0.5,0.2,2.9,0.4,13.2,0.6,38.4,1,7.4,0.5,61.6,1,91.3,0.5,96196,1876,NA,NA,39.2,0.3,73518,1656,31938,459,43373,1122,0.9,0.2,4.3,0.5,0.1,0.1,37233,680,2.51,0.02,282165,NA,12.5,0.8,6.8,0.8,10.1,1.9,3.7,0.3,3.6,0.4,6,0.6,0.4,0.2,3.8,1.1,4.2,2.2,7.3,0.4,85.5,0.5,68.9,0.1
California,San Mateo County,6081,79.2,NA,15.8,NA,2.3,0.1,5.7,0.1,28.7,0.2,3.36,0.02,51,0.5,2.3,0.1,24.4,NA,91,0.4,89.1,0.5,87.7,0.4,263543,1093,21.5,0.4,8.3,0.4,1.2,0.1,9,0.3,16.2,0.3,39.8,0.5,1.1,0.1,60.2,0.5,89.6,0.3,174055,1883,29.3,0.2,39.7,0.2,122641,1680,49128,817,62386,733,0.4,0.1,11,0.5,1.4,0.1,61545,703,2.87,0.01,767423,NA,6.7,0.4,6.5,0.5,7.4,0.8,5.7,0.3,3.6,0.2,4.2,0.2,0.7,0.2,1.8,0.3,1.3,0.3,4.1,0.2,50.6,0.5,39.2,0.1
California,Santa Barbara County,6083,77.7,0.1,15,0.1,2.3,0.1,6.3,0.1,5.6,0.1,3.41,0.03,34.2,0.7,2,0.1,45.4,NA,87.8,0.6,82.6,0.7,82.6,0.7,145856,881,4,0.3,8.1,0.5,0.7,0.2,3.9,0.3,30.1,0.7,47.9,0.8,4.4,0.3,52.1,0.8,80.9,0.6,106421,2070,NA,NA,33.8,0.1,74624,1710,29657,723,38993,844,1,0.2,9.5,0.7,0.1,0.1,36039,652,2.91,0.02,444829,NA,13.5,0.6,7.7,0.7,15.6,1.5,4.2,0.3,5.2,0.4,10,0.5,0.9,0.3,4.2,0.5,2.8,0.9,6.1,0.3,77.5,0.7,44.5,0.1
California,Santa Clara County,6085,77.8,NA,13.2,NA,1.8,0.1,6,0.1,36.5,0.1,3.42,0.01,52.4,0.3,2.5,0.1,25.5,NA,91.8,0.2,89.9,0.3,88.8,0.2,640215,1602,27.1,0.3,10.6,0.3,1.5,0.1,11.5,0.3,15.9,0.2,43.6,0.4,3,0.1,56.4,0.4,88.4,0.2,164962,1222,29.3,0.2,37.1,0.1,124055,1117,47584,560,64221,475,0.5,0.1,10.5,0.3,0.4,0.1,56248,393,2.95,0.01,1927470,NA,7.5,0.2,8.1,0.4,7.7,0.5,5.2,0.2,4.1,0.1,4.3,0.1,1,0.2,1.9,0.2,1.2,0.3,3.4,0.1,44.5,0.3,31.5,0.1
California,Santa Cruz County,6087,80.6,0.1,15.8,0.1,1.6,0.1,5.2,0.1,4.8,0.2,3.26,0.04,40.8,1,1.1,0.1,33.6,NA,87.3,0.9,85.2,0.8,81.7,1,95818,913,3.4,0.3,5.9,0.6,0.6,0.2,4.5,0.5,22.2,0.7,39.9,1,6,0.5,60.1,1,86.3,0.7,115265,2478,27.7,0.6,37.8,0.2,82234,2168,31174,669,43646,1074,0.5,0.1,13.9,1,0.1,0.1,41312,877,2.72,0.02,273962,NA,13.1,0.9,7.7,1,14,2.3,4.8,0.3,5.2,0.6,5.1,0.5,0.4,0.2,2.3,0.7,1.4,0.8,4.6,0.3,74.8,1,57.3,0.1
California,Shasta County,6089,78.4,0.1,20.2,0.1,2.3,0.2,5.9,0.1,3.2,0.2,2.98,0.04,22.2,0.7,1.2,0.1,10,NA,80.3,1,76.8,1.1,75.2,1,71181,714,1.8,0.3,1.1,0.3,0.4,0.2,2.5,0.4,5.4,0.5,36,1,11.5,0.7,64,1,91.1,0.6,73415,1503,NA,NA,41.5,0.4,54667,1486,27000,726,36087,948,2.7,0.3,2,0.4,0.1,0.1,29720,599,2.47,0.02,179212,NA,16.7,1.2,9.1,1,22.9,3.3,4.2,0.4,5.1,0.6,6.5,0.5,0.1,0.1,3.5,0.8,3.1,1.3,9.8,0.5,86.6,0.4,79.8,0.1
California,Sierra County,6091,84.1,1.3,29.3,2,1.4,1.4,4,0.6,0,1.1,2.67,0.28,17.9,4.7,0.1,0.1,10.7,1.8,74.8,8.2,65.7,8.1,62,8.9,1319,142,0.9,1.4,0,2.6,0,2.6,1.4,2.2,14.3,5.6,24.6,7.2,11.4,6.8,75.4,7.2,92.4,3.2,74547,11441,NA,NA,54.8,1.4,52148,13874,28138,6952,33250,6866,1.7,1.4,0,1.1,0,1.1,33747,4319,2.28,0.21,3040,161,NA,NA,NA,NA,NA,NA,0.8,0.7,6.2,4.7,8.8,4.5,0,3.9,0,6.4,0,24.4,11.4,3.6,97.5,1.6,87.6,2.3
California,Siskiyou County,6093,79.7,0.1,24.7,0.1,2.3,0.3,5.4,0.2,1.6,0.2,2.81,0.07,23.2,1.7,1.6,0.2,12.6,NA,80.2,1.8,74.8,2,69.6,1.6,19240,358,0.7,0.2,0.9,0.3,0.3,0.2,1.8,0.5,5.4,0.8,35,1.7,11.3,1.1,65,1.7,90.2,0.9,64251,5109,18.4,0.9,47.8,0.3,45241,2380,25576,966,30910,1181,3.7,0.5,1.5,0.4,0.4,0.1,28615,2282,2.23,0.04,43468,NA,18.8,1.5,10.7,1.6,24.4,4.2,6.5,0.6,7.3,1.1,5.9,0.7,0.1,0.1,3.5,1,1.4,0.7,11.2,0.8,84.8,0.6,76.1,0.1
California,Solano County,6095,77.6,NA,15.2,NA,1.8,0.1,6.1,0.1,15.4,0.2,3.35,0.03,26.9,0.6,13.9,0.3,26.5,NA,90.5,0.6,84,0.6,86.1,0.6,149865,816,11.7,0.3,4.7,0.3,0.5,0.1,3.2,0.3,15.8,0.5,38.5,0.8,2.8,0.3,61.5,0.8,88.4,0.4,100842,1654,33.2,0.5,38.1,0.2,81472,1384,36273,618,45979,840,0.5,0.1,9.1,0.6,0.9,0.1,35400,544,2.88,0.02,441829,NA,9.5,0.6,6.9,0.8,13.3,1.3,7.5,0.4,5.7,0.4,4.7,0.3,0.6,0.2,2.2,0.5,2.1,0.7,9.8,0.3,52.6,0.6,38,0.1
California,Sonoma County,6097,80.2,NA,19,0.1,2.2,0.1,5,0.1,4.1,0.1,3.14,0.03,35.5,0.6,1.7,0.1,26.7,NA,89.5,0.5,86.1,0.5,82.1,0.5,189374,1128,3.1,0.2,4.2,0.3,0.7,0.1,3.7,0.3,16.1,0.4,38.5,0.8,5.1,0.3,61.5,0.8,88.8,0.5,108169,1781,25.6,0.4,42.1,0.2,81018,1194,36623,543,43184,689,0.9,0.1,12.9,0.6,0.3,0.1,42178,713,2.59,0.02,499772,NA,9.2,0.5,7,0.7,10.7,1.1,5.4,0.3,4,0.3,6.1,0.4,0.7,0.2,3.2,0.7,2.4,0.9,6.4,0.3,74.8,0.6,63.2,0.1
California,Stanislaus County,6099,72.8,NA,12.8,0.1,1.5,0.1,7.2,NA,5.5,0.2,3.6,0.03,17.1,0.6,3,0.1,46.3,NA,84.8,0.6,74,0.8,83.2,0.6,173898,690,3.8,0.3,8.4,0.5,2.3,0.3,5.4,0.4,33.6,0.6,42.2,0.9,4.2,0.3,57.8,0.9,78.9,0.5,79228,1158,29.9,0.7,34.1,0.1,60704,1045,27840,630,38169,648,0.8,0.1,9.2,0.6,0.7,0.1,26258,388,3.09,0.01,543194,NA,15.1,0.7,10.7,1,20.4,1.3,4.2,0.3,8.6,0.5,5.7,0.3,0.5,0.2,2.2,0.3,1.8,0.5,5.3,0.3,76.6,0.6,41.9,0.1
California,Sutter County,6101,73.9,NA,15,0.1,2,0.3,6.8,0.1,15.7,0.6,3.43,0.06,18.2,1.2,1.9,0.2,31,NA,82.7,1.3,74.4,1.6,80.1,1.3,32636,318,2.3,0.5,8.6,1.3,0.2,0.2,12,0.9,21.2,0.9,42.3,1.8,5.4,0.7,57.7,1.8,78.2,1.3,79429,3439,NA,NA,35.7,0.2,59050,2491,26334,739,33115,1844,0.9,0.2,4.9,0.7,0.6,0.2,27371,1199,2.91,0.03,96109,NA,15.5,1.5,10,2.2,21.3,2.8,7.1,0.9,7.8,1,8,0.8,1.1,0.7,4.2,1.1,3.3,1.6,8.5,0.7,69,1,46.2,0.1
California,Tehama County,6103,76.1,NA,19.3,0.2,2.4,0.3,6,0.1,1.5,0.2,3.18,0.09,15.7,1.5,0.8,0.1,25,NA,75.7,2.2,71,2.7,72.3,2,24189,400,1.3,0.4,3.5,1.1,0.5,0.4,1.2,0.5,16.6,1.3,34.6,2,19.9,1.8,65.4,2,84.5,1.4,61939,2913,NA,NA,41,0.6,44514,2916,23061,999,31008,1328,2,0.5,5.4,1.3,0,0.1,24301,1133,2.61,0.04,63912,NA,22.1,2.1,11,2.2,32.8,4.6,4.5,0.6,8.2,1.8,6.3,0.9,0.4,0.4,2,0.9,1.3,1.2,9,0.8,85.7,1.5,68.3,0.1
California,Trinity County,6105,82.9,0.1,26.9,0.6,2.2,0.9,4.6,0.7,1.8,0.3,2.63,0.18,19.5,3.1,1,0.8,7.3,NA,67.8,4.1,72.7,3.8,56.5,4.1,5939,251,1.3,0.7,0.5,0.5,0.1,0.1,1.4,1,6.1,2.4,31.1,3.5,21.6,3.8,68.9,3.5,92.4,1.9,54714,5473,21.6,3.6,52.5,0.5,40846,3837,23901,1609,27395,5403,5.6,1.3,3.4,1.6,0.2,0.3,26523,2900,2.09,0.09,12700,NA,NA,NA,NA,NA,NA,NA,2,0.9,7.9,3.5,10.5,2.5,0.1,0.1,7.2,5.6,4.5,6.6,10.9,1.7,86,1.6,82.1,0.2
California,Tulare County,6107,69,NA,11.2,0.1,1.4,0.1,8.2,0.1,3.6,0.3,3.77,0.03,14.6,0.6,1.6,0.2,64.6,NA,77.7,0.8,65.2,1,80.2,0.7,138238,720,2.5,0.2,16.9,0.7,0.4,0.1,2,0.3,47.8,0.7,42.9,0.8,6.2,0.5,57.1,0.8,70.8,0.8,69493,1680,NA,NA,31,0.2,49687,1171,22994,596,30721,423,1.3,0.2,16.2,0.8,0.2,0.1,21380,506,3.3,0.02,461898,NA,23.8,1.1,13.7,1.2,31.7,1.7,3.4,0.3,9.2,0.6,8.1,0.4,1.1,0.4,2.4,0.5,1.8,0.6,4.6,0.3,73.7,0.9,28.5,0.1
California,Tuolumne County,6109,83.4,0.1,25.6,0.2,3,0.5,4.5,0.1,1.4,0.2,2.8,0.11,20.5,1.7,1.8,0.2,12.2,NA,82,1.8,79.4,2.2,72.8,2,22502,543,0.7,0.2,1,0.6,0.1,0.1,2.5,1,4.5,1,28.7,2.2,12.3,1.7,71.3,2.2,90.7,1.1,83571,5165,26.9,1.9,48.4,0.5,60108,4605,29458,1688,36815,2547,1.8,0.4,2.6,0.7,0.2,0.1,34702,2230,2.24,0.05,54045,NA,12.8,1.9,9.4,2,14.1,3.8,4.4,0.7,5.4,1,5.5,1,0.3,0.2,6.1,2.6,6.1,3.7,11.5,1,87.8,0.8,80.2,0.1
California,Ventura County,6111,76.8,NA,15.1,0.1,2,0.1,6,0.1,7.3,0.1,3.58,0.02,33.8,0.5,1.8,0.1,42.7,NA,88.2,0.4,83.9,0.5,83.3,0.5,271040,1203,5.5,0.2,6.1,0.3,1,0.1,4.3,0.2,27.1,0.5,36.8,0.6,3.7,0.2,63.2,0.6,85,0.3,115600,1327,27.2,0.3,38.1,0.2,88131,1069,33814,620,43655,585,0.8,0.1,5.2,0.3,0.2,0.1,38595,434,3.08,0.01,847263,NA,8.9,0.4,7,0.5,12.1,0.9,4.5,0.3,4.7,0.3,8.8,0.3,0.7,0.2,3.6,0.4,2.7,0.5,6.1,0.1,80.1,0.4,45.4,0.1
California,Yolo County,6113,78.8,NA,12.1,0.1,1.7,0.1,5.7,0.1,14,0.4,3.28,0.03,41.4,1,2.7,0.3,31.6,NA,88.3,0.8,84.6,1.1,85.4,0.7,74296,472,9,0.6,6.2,0.6,0.7,0.2,7.5,0.6,22.1,0.9,48.4,1.2,4.4,0.6,51.6,1.2,86.5,0.8,98244,2581,24,0.6,31,0.2,70228,1616,30331,777,45701,1443,0.6,0.2,6.7,0.7,0.4,0.1,34515,917,2.81,0.02,217352,NA,19.1,1.1,8.4,1.2,15.8,2.2,6.3,0.6,5.7,0.7,4.8,0.4,0.7,0.3,1.4,0.4,0.5,0.4,4.5,0.3,69.3,0.7,46.7,0.1
California,Yuba County,6115,72.4,NA,12.3,0.1,1.2,0.3,7.8,0.1,6.8,0.4,3.38,0.08,17.1,1.4,3.4,0.4,28.2,NA,83.1,1.6,73.9,2.1,79.7,1.5,26354,402,4.5,0.6,4.1,1,0.6,0.5,2.3,0.7,19.1,1.3,39.5,1.8,8,1.2,60.5,1.8,82.3,1.4,72679,2620,30,1.3,32.8,0.3,58054,2384,27877,1473,37707,1807,1.2,0.3,4.7,1,0.5,0.1,25583,890,2.84,0.04,76360,NA,15.5,1.7,8.5,2,19,3.5,7.4,0.9,6.7,1.1,7.2,1,1.1,1,3.2,1,2.1,1.6,10.9,1,76,1.2,55.2,0.1
Colorado,Adams County,8001,73,NA,10.1,0.1,1,0.1,7.2,0.1,4,0.1,3.56,0.03,24.3,0.6,3.4,0.1,40,NA,85,0.6,80,0.7,85.4,0.5,166450,777,2.9,0.2,5.2,0.4,0.7,0.1,2.6,0.3,22,0.6,33.8,0.8,6.2,0.3,66.2,0.8,83.8,0.6,87596,1191,29.8,0.4,33.8,0.2,71202,1176,34088,612,41296,486,1.1,0.2,5.6,0.4,0.1,0.1,30313,383,3,0.01,504108,NA,10.8,0.7,7.2,0.9,14.9,1.4,4.3,0.4,3.5,0.3,10.1,0.4,1.5,0.7,4.6,0.6,3.4,0.7,7.3,0.3,81.6,0.5,50,0.1
Colorado,Alamosa County,8003,75.6,0.2,13.2,0.3,1.2,0.4,6.9,0.3,1.3,0.5,3.09,0.16,25,2.6,0.9,0.6,46.8,NA,75.4,3.3,68.5,4,73.8,3.6,6162,265,1,0.6,5.2,2.4,3.7,2.4,1.1,0.7,28.9,4.3,42.2,3.9,14.6,2.8,57.8,3.9,86.9,2.4,56513,5208,NA,NA,31.8,0.9,37515,3772,21241,3261,31376,1844,3.3,1.1,4.9,1.9,0.5,0.4,22131,1834,2.44,0.1,16107,NA,NA,NA,NA,NA,NA,NA,2.7,1,9.3,3.1,12.2,3,0.1,0.3,7.4,4.7,6.8,7.4,6.5,1.3,86.4,2.3,47.6,0.3
Colorado,Arapahoe County,8005,76.2,NA,12.7,0.1,1.5,0.1,6.3,0.1,6,0.1,3.26,0.02,42.8,0.6,10.8,0.2,19.2,NA,89.8,0.4,87,0.4,86.7,0.4,240304,952,4.3,0.2,4.4,0.3,2.9,0.2,4.7,0.3,11.3,0.3,36.5,0.6,1.1,0.1,63.5,0.6,92.6,0.3,104990,1414,28.1,0.3,36.6,0.1,77469,1006,38273,459,45601,556,0.7,0.1,6.2,0.4,0.2,0.1,40443,538,2.66,0.01,644560,NA,8.1,0.5,6.6,0.7,10.1,0.9,4.5,0.3,3.7,0.3,7.7,0.4,1.2,0.2,5.2,0.6,4.1,0.7,8,0.2,71.5,0.4,60.3,0.1
Colorado,Archuleta County,8007,82.6,0.5,25.5,0.5,1,0.5,4.5,0.3,1,0.3,2.73,0.17,37.2,3.2,1.7,0.9,18.4,NA,83.1,3,85.4,2.6,77.1,3.9,5858,299,0.5,0.4,0.3,0.2,0.4,0.5,1.8,1,7.3,1.5,27.8,3.8,12.3,2.2,72.2,3.8,92.3,1.9,71666,5778,NA,NA,50.9,0.5,52221,3699,26314,2208,29570,4663,1.4,0.6,10.3,2.4,0.1,0.2,31629,2317,2.23,0.11,13253,NA,NA,NA,NA,NA,NA,NA,1.5,0.8,4.3,2,10.7,2.9,0,1,7.4,4.1,2.9,3.2,11.5,2.1,84,2.2,76.3,0.5
Colorado,Baca County,8009,79,0.4,26,1.1,4,1.3,5.1,0.3,0,0.9,2.59,0.19,21.4,3.1,1,1,11,NA,71.2,3.8,67.1,3.8,70.2,3.4,1662,89,0,1.9,2.6,1.9,0.2,0.4,0.7,0.6,7.6,2.2,29,4.3,9,2.5,71,4.3,86.2,2.6,51324,3934,13,1.6,46,2.3,35878,4195,23096,2760,27390,2932,1.6,1,0.8,0.8,0.1,0.2,24061,2030,2.09,0.1,3561,NA,NA,NA,NA,NA,NA,NA,2.3,1.1,2.3,1.7,6.8,1.8,0,3.6,4.6,2.7,4.7,3.1,8,1.6,94.3,1.1,84.8,0.9
Colorado,Bent County,8011,84.8,NA,17.9,0.9,2.6,1.1,3.4,NA,0.2,0.2,2.81,0.24,11.4,2,4.1,1.5,32.1,NA,73,5.3,60.6,6.1,73.3,4.2,1767,146,0,1.8,1.6,1.3,0,1.8,0.4,0.4,14.5,4.1,40.4,6.2,15.2,3.9,59.6,6.2,84.8,3.1,44983,4765,NA,NA,40.2,0.8,30900,2629,20260,2136,27694,3964,1,0.7,1.9,1.2,0,0.6,13930,1883,2.23,0.14,5787,NA,NA,NA,NA,NA,NA,NA,1.4,0.8,5.3,3.6,8.8,3.4,1.6,2.2,3.7,4.3,5,7.9,8.7,1.9,91.4,1.9,63.4,1.4
Colorado,Boulder County,8013,80.6,0.1,13.7,0.1,1.6,0.1,4.6,0.1,4.7,0.1,3.01,0.03,62.1,0.7,0.9,0.1,13.9,NA,91.1,0.5,90.8,0.5,86.7,0.6,127415,822,3.1,0.2,1.8,0.2,0.7,0.2,4.8,0.4,8.6,0.4,37.8,0.7,2.9,0.3,62.2,0.7,95,0.3,115966,2565,23.4,0.3,36.6,0.2,83019,1785,36794,648,50451,885,0.4,0.1,1.8,0.3,0.1,0.1,46826,983,2.44,0.01,322510,NA,11.7,0.6,6.3,0.7,8.5,1.3,3,0.3,3.8,0.4,4.6,0.3,0.4,0.2,2.1,0.5,1.3,0.6,5.3,0.2,89,0.4,77.6,0.1
Colorado,Broomfield County,8014,76.8,0.1,13.3,0.1,1.3,0.2,5.4,0.1,6.5,0.3,3.01,0.05,55.7,1.2,1.3,0.2,12.4,NA,92.9,1,93,1.1,88.9,1.2,27470,231,4.2,0.6,1.6,0.4,0.6,0.2,3.4,0.6,6.2,0.9,34.8,1.4,2.1,0.5,65.2,1.4,96.9,0.6,124778,5073,NA,NA,37.8,0.3,96416,2241,47013,1546,57921,2291,0.4,0.1,1.9,0.7,0,0.1,50863,2081,2.46,0.02,67886,NA,NA,NA,NA,NA,NA,NA,3.6,0.5,3.1,0.5,4.3,0.7,0.6,0.5,2,0.8,1.8,1.7,8,0.6,86.3,0.9,76.8,0.4
Colorado,Chaffee County,8015,84.9,0.5,25,0.5,2.7,0.7,3.8,0.5,1.5,0.8,2.71,0.15,33.8,3.1,1.7,0.7,10,NA,81.2,2.9,82.7,2.9,71.7,4,8231,391,1.2,0.7,0.7,0.7,0,0.4,1.9,1.1,4.1,1.7,22.2,3.3,9.2,2,77.8,3.3,93.5,1.8,70142,4049,NA,NA,49.2,0.6,55771,2838,30011,2099,33307,2762,0.5,0.3,0.8,0.7,0,0.2,29827,1545,2.21,0.1,19557,NA,NA,NA,NA,NA,NA,NA,1.9,0.8,3,1.5,10,2.3,0.5,0.6,6.7,4.8,8.4,8.6,10.6,1.7,93.7,0.9,84.9,0.3
Colorado,Cheyenne County,8017,70,4.1,16.5,3.5,2.9,1.5,10.7,3.3,2.2,2.1,3.43,0.32,19.2,3.8,0.1,0.2,17.1,7.4,82.2,4.4,68.5,6.2,72.2,5.5,774,83,0.8,1.2,0,4.1,0,4.1,1.7,1.4,9,5.8,28.6,6.2,11.6,4.5,71.4,6.2,91.6,2.8,70046,7010,13.6,2.4,39.4,4.4,53977,12544,32727,6636,42571,6527,0.1,0.3,0,1.6,0.2,0.4,29081,3328,2.56,0.2,2026,186,NA,NA,NA,NA,NA,NA,3.9,3.1,8.3,6,11.7,4.8,0,9.7,10.9,7.1,7.3,6.3,7.5,2,93.5,3.8,77.8,7.7
Colorado,Clear Creek County,8019,84.1,1,19.4,0.7,0.9,0.6,3.9,0.6,1,0.3,2.69,0.15,48.1,4.4,1.2,0.7,7,NA,84.1,4.4,83.8,4,81.5,3.3,4395,224,0.4,0.4,1.5,1.3,1,1.2,3.5,2.4,5.1,2.1,22.8,3.7,6.3,2.1,77.2,3.7,98.6,0.8,84430,6714,29.5,1.7,48.1,0.9,67060,10195,34483,2923,41043,3411,0.3,0.4,0,0.1,0.1,0.3,39203,3078,2.13,0.11,9495,NA,NA,NA,NA,NA,NA,NA,3.2,1,3.4,2.1,9.9,2.9,1.1,2.1,13.2,8.3,13.8,14.3,7.9,1.8,94.2,0.8,88.7,0.3
Colorado,Conejos County,8021,73.4,0.1,18.6,0.2,1.3,0.5,6.6,0.3,0.2,0.2,3.36,0.23,21,2.5,0.5,0.2,52.4,NA,67.3,3.5,61.3,3.5,62.5,3.2,3183,130,0.4,0.3,5.1,1.4,0.1,0.1,1.3,0.5,42.4,2.7,20.6,2.6,20.9,3.1,79.4,2.6,88,1.4,50114,4939,NA,NA,38.8,1.3,36084,2787,20882,1946,30442,2281,2.5,1,5.1,1.5,0.3,0.4,20640,1932,2.53,0.1,8128,NA,NA,NA,NA,NA,NA,NA,2.6,1,9.6,3.1,10.5,2.6,1.9,1.3,8.2,4.5,9.8,6.8,9.1,1.7,88.8,1.8,44.6,0.3
