gene.name,ka.nv.1,ka.nv.2,ka.nv.3,ka.v.1,ka.v.2,ka.v.3,tbg.nv.1,tbg.nv.2,tbg.nv.3,tbg.v.1,tbg.v.2,tbg.v.3
AtCCA1,71.8401,76.7976,45.4157,1214.1587,1077.9388,1110.4126,326.1017,49.4763,99.4126,724.8801,939.4219,1039.5172
GAMMA-TIP,830.3375,954.6536,870.6291,207.0658,148.7682,215.6413,892.7033,840.3687,1326.4902,244.4462,147.5125,201.6522
489494,91.0531,61.4381,97.5955,34.9592,11.3467,26.6051,48.1,33.4692,25.2241,23.6834,15.5276,28.2313
AtUBP13,836.1849,797.5138,777.8651,1021.8833,1148.5407,1033.3978,732.9135,785.7993,872.4566,971.8638,1046.1743,1004.2281
MEF9,165.3992,146.5062,117.8876,338.835,434.9578,372.4713,272.2949,209.5465,216.6304,290.1212,439.6261,332.7262
908619,70.1694,46.0786,82.1348,10.7567,5.043,8.4016,28.5339,26.1933,16.3215,21.9917,9.7048,9.0744
ATMST2,282.3481,341.4541,262.8314,407.4087,456.3905,553.1059,425.5627,299.7679,419.9068,537.1049,624.9873,412.3788
318143,315.7621,248.1154,219.3483,9.4121,2.5215,4.2008,15.4898,34.1968,1.4838,14.3792,14.5572,14.1157
485571,267.3119,209.1258,304.382,36.3037,20.172,26.6051,62.7746,76.3972,43.0293,51.5959,28.1438,52.4296
ATFLS1,205.496,160.6843,168.1348,32.27,64.2981,39.2075,138.5932,178.26,183.9874,59.2084,75.6972,40.3304
ATHYP1,194.6364,209.1258,157.5056,598.3396,874.9585,581.1113,234.7932,238.6502,298.2377,382.3172,507.5595,380.1144
481234,126.9731,176.0438,111.1236,55.1279,18.9112,51.8099,108.4288,114.2319,63.8021,51.5959,56.2877,65.537
336913,462.7837,460.7858,384.5842,279.6733,139.9429,169.4324,317.9491,371.0719,258.1759,254.5962,181.4792,208.7101
495841,172.082,151.2322,176.8314,73.9521,68.0803,67.2129,221.7491,185.536,80.1236,165.7835,150.424,186.5283
334218,115.2782,72.0716,114.9887,17.4796,8.8252,15.4029,58.6983,80.7627,32.6429,16.0709,16.4981,21.1735
314711,89.3824,82.7051,91.7977,33.6146,16.3897,29.4056,39.1322,29.1037,22.2565,27.0667,17.4686,44.3635
LUX,79.3582,134.6912,80.2022,197.6537,257.1924,261.8501,118.2119,141.8804,194.3738,152.2502,198.9478,139.14
RER3,276.5007,311.9165,430.9662,653.4675,886.3052,827.5584,454.0966,359.4304,464.4199,632.6842,732.7102,684.6093
903909,148.6922,121.6947,145.9101,17.4796,6.3037,16.8032,29.3491,35.652,8.9026,24.5292,20.38,22.1817
AR781,296.5491,202.0368,209.6854,38.9929,20.172,25.2048,71.7424,217.55,130.5717,27.0667,24.2619,44.3635
490436,335.8105,343.8171,338.2022,255.4708,260.9747,296.8568,349.744,333.2371,326.4293,336.6421,293.0841,298.4453
ATMYC1,98.5712,49.6231,78.2697,8.0675,13.8682,8.4016,20.3814,37.8348,8.9026,37.2167,29.1143,12.0991
942757,104.4187,61.4381,96.6292,502.8742,857.3081,732.3402,211.1508,200.8154,228.5005,426.3006,503.6776,338.7757
ATCSLD5,882.1291,734.8942,1097.7077,157.3162,70.6018,120.4231,197.2915,243.7433,182.5037,196.2336,141.6897,139.14
AT-HSFB4,69.334,60.2566,43.4831,20.1687,10.086,18.2035,61.1441,62.5729,34.1267,58.3626,81.5201,69.57
ATGLCAK,163.7285,196.1293,175.8651,332.1121,325.2728,333.2638,230.7169,181.898,194.3738,295.1962,394.9842,292.3957
495386,194.6364,185.4958,185.5281,106.2221,127.3355,110.6212,182.6169,219.7328,178.0524,164.0919,172.7449,174.4292
